4.1, "Various Earthquake Events", "SP", "M", "1.0"
4.1.1, "Ability to select from Multiple input motions and view UQ due to all the discrete events", "GC", "M", 1.0
4.1.2, "Ability to select from list of SimCenter motions", "SP", "M", "1.0"
4.1.3, "Ability to select from list of PEER motions", "SP", "D", "1.0"
